"","fao_id","Area","subregion","1989","1992","1995","1998","2001","2004","2007","2010","2013"
"1",1,"Armenia","Western Asia",0.655214037973468,0.668580666151885,0.674157073660069,0.705054983914052,0.628670524623944,0.574122837578767,0.647694038165804,0.622821947064012,0.594716250307809
"2",2,"Afghanistan","Southern Asia",0.469675549245138,0.475538161603124,0.475124885487398,0.468880578863724,0.44795658117143,0.469260679398651,0.425492885863713,0.465531464795962,0.597705233440068
"3",3,"Albania","Southern Europe",0.502322518021595,0.567483984627509,0.628975734449702,0.63825795337532,0.705945826568032,0.725713718059698,0.771810725361133,0.766109482042529,0.774069153540327
"4",4,"Algeria","Northern Africa",0.765953527962261,0.778874499107495,0.764086365287287,0.778375279073576,0.805073802346788,0.854480340689134,0.848465766379498,0.84612576599247,0.852818688711031
"5",7,"Angola","Middle Africa",0.590175273973143,0.586840732527152,0.583083649123074,0.613971999434923,0.626924980875402,0.57549407090578,0.525327446576143,0.54051815604038,0.573621182077693
"6",8,"Antigua and Barbuda","Caribbean",0.29166801700252,0.327101348055545,0.280345908222784,0.342371988716627,0.460190335406507,0.442427912748219,0.716485852643745,0.528888058501016,0.622490647910752
"7",9,"Argentina","South America",0.885147881968411,0.898551852726005,0.91382331424009,0.920100259848285,0.932990705293437,0.917205510140326,0.930012444721904,0.925081916912667,0.924641290845478
"8",10,"Australia","Australia and New Zealand",0.898687080252944,0.904981753959259,0.889769540388861,0.894626180105471,0.894820342963314,0.902677546782552,0.89366868703866,0.901015403482539,0.888135893753916
"9",11,"Austria","Western Europe",0.863924010865178,0.877527991367116,0.861790237776233,0.808979301134151,0.809987559856268,0.824451111789598,0.844892672468645,0.841247515979401,0.850852123771417
"10",12,"Bahamas","Caribbean",0.696071491864754,0.708675568287123,0.671360977201791,0.770768053258255,0.878865004740516,0.748946709184221,0.83422667317102,0.927166228911285,0.943053392667855
"11",14,"Barbados","Caribbean",0.866500354023052,0.908734022088956,0.862841730401871,0.812859635294856,0.854346305849089,0.815934374385793,0.854593737842904,0.849637694553024,0.881288525249019
"12",16,"Bangladesh","Southern Asia",0.666579579825964,0.673764264456759,0.66757606278035,0.684263602438096,0.657537670496672,0.712966578626736,0.70592000940363,0.721775882813599,0.726530382663543
"13",17,"Bermuda","Northern America",0.464474661252891,0.446090121907543,0.411203305758505,0.455276697398717,0.505621666727747,0.411271058325463,0.340555928299229,0.344665148468982,0.586152492845291
"14",19,"Bolivia (Plurinational State of)","South America",0.873367584740081,0.894118103423813,0.911090928648892,0.93116009659582,0.949580457836161,0.91982531661338,0.850760406906662,0.89470297458227,0.896427510982023
"15",20,"Botswana","Southern Africa",0.506992684940843,0.696085299497257,0.650970424159434,0.695859012923956,0.759463828065587,0.695400344236197,0.661846320110296,0.687930580849101,0.698538080860528
"16",21,"Brazil","South America",0.845448578674205,0.84929743030011,0.89821374583511,0.849685658264194,0.893755013547699,0.906152561560792,0.913268324104571,0.894452915834025,0.922756758014841
"17",23,"Belize","Central America",0.5781194807488,0.655287777031687,0.73974270642524,0.769002257880976,0.788444202469719,0.806966895856843,0.675728819981337,0.676473098709576,0.654466825089408
"18",25,"Solomon Islands","Melanesia",0.182461125727873,0.163989106369839,0.175186105678998,0.171656552392061,0.218148161983369,0.200469253254955,0.250353807322871,0.211480281495595,0.181952567585653
"19",26,"Brunei Darussalam","South-Eastern Asia",0.684168321247577,0.657280399445786,0.644528168674263,0.694888261197293,0.669830897071005,0.680951991948648,0.717463323115371,0.766805315147207,0.794769733083165
